□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□□
# BTSB bench test - dual thermocouple log
# TC1 = HOT plate, TC2 = COLD plate, temps in deg C
# Hard limit 120 C on TC1 - cut power if ALARM appears
time_s,T1_hot_C,T2_cold_C,delta_C
129.6,36.50,36.50,0.00
130.6,37.00,36.25,0.75
131.6,37.00,36.25,0.75
132.6,37.25,36.75,0.50
133.6,36.75,36.50,0.25
134.6,36.75,36.00,0.75
135.6,36.75,36.50,0.25
136.6,37.00,36.50,0.50
137.6,37.25,36.75,0.50
138.6,37.25,36.25,1.00
139.6,37.25,37.00,0.25
140.6,37.25,36.75,0.50
141.6,37.00,36.75,0.25
142.6,37.50,36.25,1.25
143.6,37.25,37.00,0.25
144.6,37.25,36.50,0.75
145.6,37.25,36.25,1.00
146.6,37.25,36.50,0.75
147.6,37.50,36.25,1.25
148.6,37.75,36.00,1.75
149.6,37.50,36.50,1.00
150.6,37.00,36.75,0.25
151.6,37.25,36.50,0.75
152.6,37.75,36.75,1.00
153.7,37.25,36.50,0.75
154.7,37.50,36.75,0.75
155.7,37.00,37.00,0.00
156.7,37.75,36.50,1.25
157.7,38.00,36.50,1.50
158.7,37.50,36.50,1.00
159.7,37.75,37.00,0.75
160.7,38.00,36.25,1.75
161.7,37.50,36.75,0.75
162.7,37.50,36.50,1.00
163.7,38.00,36.50,1.50
164.7,37.50,36.75,0.75
165.7,38.25,36.50,1.75
166.7,37.75,36.50,1.25
167.7,37.50,36.50,1.00
168.7,38.00,36.75,1.25
169.7,38.25,36.75,1.50
170.7,37.75,37.25,0.50
171.7,37.75,36.75,1.00
172.7,37.75,37.00,0.75
173.7,38.50,37.00,1.50
174.7,38.50,36.75,1.75
175.7,38.25,37.00,1.25
176.7,38.25,36.25,2.00
177.7,38.00,36.25,1.75
178.7,38.50,35.75,2.75
179.7,38.50,36.00,2.50
180.7,38.25,36.25,2.00
181.7,38.75,35.75,3.00
182.7,38.50,36.00,2.50
183.7,38.75,36.25,2.50
184.7,38.50,35.75,2.75
185.7,38.25,36.50,1.75
186.7,38.50,36.50,2.00
187.7,39.00,37.25,1.75
188.7,38.75,37.00,1.75
189.7,39.25,36.50,2.75
190.8,38.75,36.75,2.00
191.8,39.00,37.25,1.75
192.8,39.00,37.00,2.00
193.8,39.50,37.00,2.50
194.8,39.50,36.50,3.00
195.8,39.00,37.00,2.00
196.8,39.50,37.00,2.50
197.8,39.25,37.00,2.25
198.8,39.50,37.25,2.25
199.8,39.50,37.50,2.00
200.8,39.25,37.75,1.50
201.8,39.25,37.25,2.00
202.8,39.25,37.00,2.25
203.8,39.75,37.00,2.75
204.8,39.00,37.25,1.75
205.8,39.75,37.00,2.75
206.8,39.75,37.00,2.75
207.8,39.75,37.25,2.50
208.8,39.50,37.25,2.25
209.8,40.00,37.25,2.75
210.8,40.00,37.25,2.75
211.8,39.75,36.75,3.00
212.8,40.00,37.50,2.50
213.8,40.00,37.25,2.75
214.8,40.25,37.50,2.75
215.8,40.50,37.50,3.00
216.8,40.25,37.25,3.00
217.8,40.25,37.50,2.75
218.8,40.25,37.75,2.50
219.8,40.25,37.75,2.50
220.8,40.00,37.75,2.25
221.8,40.25,38.00,2.25
222.8,40.50,37.50,3.00
223.8,40.50,37.75,2.75
224.8,41.00,38.00,3.00
225.8,40.75,38.00,2.75
226.8,41.00,38.25,2.75
227.8,41.25,38.25,3.00
228.9,41.00,38.25,2.75
229.9,41.00,38.25,2.75
230.9,40.75,38.25,2.50
231.9,41.00,38.50,2.50
232.9,41.25,38.50,2.75
233.9,41.25,38.50,2.75
234.9,41.25,38.50,2.75
235.9,40.75,38.75,2.00
236.9,41.00,38.75,2.25
237.9,41.50,38.75,2.75
238.9,41.50,38.75,2.75
239.9,41.50,38.75,2.75
240.9,41.50,38.75,2.75
241.9,41.50,39.00,2.50
242.9,41.00,39.00,2.00
243.9,41.75,38.50,3.25
244.9,41.25,38.50,2.75
245.9,41.50,39.25,2.25
246.9,41.50,39.00,2.50
247.9,41.50,39.00,2.50
248.9,41.50,39.25,2.25
249.9,42.00,39.25,2.75
250.9,42.00,39.25,2.75
251.9,41.75,39.00,2.75
252.9,42.25,39.25,3.00
253.9,42.25,38.75,3.50
254.9,42.25,39.25,3.00
255.9,42.00,39.50,2.50
256.9,42.25,39.25,3.00
257.9,42.50,39.00,3.50
258.9,42.50,39.25,3.25
259.9,42.50,39.25,3.25
260.9,42.75,39.50,3.25
261.9,42.50,40.00,2.50
262.9,41.75,39.50,2.25
263.9,42.75,39.75,3.00
264.9,42.75,40.00,2.75
265.9,42.25,40.00,2.25
267.0,43.00,40.00,3.00
268.0,43.00,40.00,3.00
269.0,43.00,40.00,3.00
270.0,42.50,40.00,2.50
271.0,42.50,40.00,2.50
272.0,42.75,40.25,2.50
273.0,43.25,39.75,3.50
274.0,43.25,40.25,3.00
275.0,43.25,40.25,3.00
276.0,43.25,39.75,3.50
277.0,43.25,40.25,3.00
278.0,43.00,40.25,2.75
279.0,43.25,40.50,2.75
280.0,43.50,40.25,3.25
281.0,43.00,40.50,2.50
282.0,43.50,40.50,3.00
283.0,42.75,40.50,2.25
284.0,43.75,40.75,3.00
285.0,43.75,40.75,3.00
286.0,43.50,40.75,2.75
287.0,44.00,40.75,3.25
288.0,43.75,40.75,3.00
289.0,43.75,40.75,3.00
290.0,43.75,40.50,3.25
291.0,44.00,40.50,3.50
292.0,44.25,41.00,3.25
293.0,44.25,40.75,3.50
294.0,44.50,41.00,3.50
295.0,44.00,41.25,2.75
296.0,43.75,41.25,2.50
297.0,44.25,41.25,3.00
298.0,44.00,41.25,2.75
299.0,44.50,41.00,3.50
300.0,44.50,41.50,3.00
301.0,44.25,41.25,3.00
302.0,44.25,41.00,3.25
303.0,44.50,41.50,3.00
304.0,44.00,41.50,2.50
305.1,44.00,41.25,2.75
306.1,44.75,41.75,3.00
307.1,44.75,41.75,3.00
308.1,44.25,41.75,2.50
309.1,44.50,41.75,2.75
310.1,45.00,41.75,3.25
311.1,45.00,42.00,3.00
312.1,45.25,42.00,3.25
313.1,45.25,42.00,3.25
314.1,45.50,42.00,3.50
315.1,45.00,42.00,3.00
316.1,45.50,42.00,3.50
317.1,45.00,42.25,2.75
318.1,44.75,42.25,2.50
319.1,45.50,42.25,3.25
320.1,45.50,42.25,3.25
321.1,45.50,42.25,3.25
322.1,45.50,42.25,3.25
323.1,45.75,42.00,3.75
324.1,45.75,42.00,3.75
325.1,45.25,42.00,3.25
326.1,45.50,42.25,3.25
327.1,45.75,42.00,3.75
328.1,45.50,42.75,2.75
329.1,45.50,42.50,3.00
330.1,46.00,42.25,3.75
331.1,45.75,42.00,3.75
332.1,46.00,42.75,3.25
333.1,46.00,43.00,3.00
334.1,46.25,42.25,4.00
335.1,45.75,42.50,3.25
336.1,45.75,43.00,2.75
337.1,46.00,42.50,3.50
338.1,46.25,43.00,3.25
339.1,46.50,42.50,4.00
340.1,46.50,42.75,3.75
341.1,46.50,43.25,3.25
342.2,46.50,43.25,3.25
343.2,46.50,43.25,3.25
344.2,46.50,43.25,3.25
345.2,46.75,43.00,3.75
346.2,46.75,43.25,3.50
347.2,46.75,43.50,3.25
348.2,46.75,43.00,3.75
349.2,47.00,43.25,3.75
350.2,46.50,43.50,3.00
351.2,47.25,43.25,4.00
352.2,46.75,44.00,2.75
353.2,47.00,43.25,3.75
354.2,47.00,43.00,4.00
355.2,46.75,43.50,3.25
356.2,47.00,44.00,3.00
357.2,47.00,43.50,3.50
358.2,47.25,44.00,3.25
359.2,47.00,43.50,3.50
360.2,47.00,44.25,2.75
361.2,47.25,43.50,3.75
362.2,47.25,44.50,2.75
363.2,47.25,44.00,3.25
364.2,47.50,44.25,3.25
365.2,47.50,43.75,3.75
366.2,47.75,44.00,3.75
367.2,47.50,44.50,3.00
368.2,47.25,44.25,3.00
369.2,47.50,44.50,3.00
370.2,47.50,44.50,3.00
371.2,48.00,44.50,3.50
372.2,48.00,44.50,3.50
373.2,47.50,44.25,3.25
374.2,48.00,44.25,3.75
375.2,48.00,44.75,3.25
376.2,47.75,44.75,3.00
377.2,47.75,44.50,3.25
378.2,48.00,44.50,3.50
379.2,48.25,44.25,4.00
380.3,48.25,44.50,3.75
381.3,48.00,45.00,3.00
382.3,48.50,44.75,3.75
383.3,48.00,44.75,3.25
384.3,48.00,45.00,3.00
385.3,48.25,45.00,3.25
386.3,48.00,44.75,3.25
387.3,48.25,45.25,3.00
388.3,47.75,45.25,2.50
389.3,48.50,45.25,3.25
390.3,48.75,45.00,3.75
391.3,48.75,44.75,4.00
392.3,48.75,45.00,3.75
393.3,48.75,45.50,3.25
394.3,48.75,45.50,3.25
395.3,48.50,45.00,3.50
396.3,48.75,45.75,3.00
397.3,48.50,45.50,3.00
398.3,49.25,45.75,3.50
399.3,48.75,45.75,3.00
400.3,48.50,45.25,3.25
401.3,49.25,45.50,3.75
402.3,48.75,45.75,3.00
403.3,49.50,46.00,3.50
404.3,49.00,45.50,3.50
405.3,49.50,46.00,3.50
406.3,49.25,45.75,3.50
407.3,49.00,46.00,3.00
408.3,49.25,45.50,3.75
409.3,49.25,45.75,3.50
410.3,49.50,46.00,3.50
411.3,49.00,46.25,2.75
412.3,49.75,46.25,3.50
413.3,49.25,45.75,3.50
414.3,49.25,46.00,3.25
415.3,49.75,45.75,4.00
416.3,49.75,46.50,3.25
417.4,49.25,46.50,2.75
418.4,49.50,46.00,3.50
419.4,49.75,46.25,3.50
420.4,50.00,46.00,4.00
421.4,50.00,46.25,3.75
422.4,49.50,46.25,3.25
423.4,50.25,46.50,3.75
424.4,50.00,46.75,3.25
425.4,50.00,46.75,3.25
426.4,50.25,46.75,3.50
427.4,49.75,46.25,3.50
428.4,50.25,46.50,3.75
429.4,49.75,47.00,2.75
430.4,50.00,47.00,3.00
431.4,50.25,47.00,3.25
432.4,50.50,47.00,3.50
433.4,50.00,46.50,3.50
434.4,50.50,47.00,3.50
435.4,50.75,46.50,4.25
436.4,50.25,46.75,3.50
437.4,50.50,47.25,3.25
438.4,50.25,47.25,3.00
439.4,50.50,47.25,3.25
440.4,50.75,46.50,4.25
441.4,50.25,46.50,3.75
442.4,50.75,46.50,4.25
443.4,50.50,46.75,3.75
444.4,50.75,47.00,3.75
445.4,50.75,47.25,3.50
446.4,50.50,47.00,3.50
447.4,50.75,46.75,4.00
448.4,51.00,47.50,3.50
449.4,50.75,47.75,3.00
450.4,51.25,47.75,3.50
451.4,51.25,47.75,3.50
452.4,51.25,47.00,4.25
453.4,51.25,47.50,3.75
454.4,51.00,47.50,3.50
455.5,51.25,47.50,3.75
456.5,51.50,47.75,3.75
457.5,50.50,48.00,2.50
458.5,51.25,48.00,3.25
459.5,51.25,48.00,3.25
460.5,50.75,48.00,2.75
461.5,51.50,48.00,3.50
462.5,51.25,48.00,3.25
463.5,51.75,48.25,3.50
464.5,51.50,48.25,3.25
465.5,51.75,48.00,3.75
466.5,52.00,48.00,4.00
467.5,51.75,48.25,3.50
468.5,51.25,48.25,3.00
469.5,51.50,48.00,3.50
470.5,52.00,48.50,3.50
471.5,51.75,48.50,3.25
472.5,52.00,48.50,3.50
473.5,52.00,48.50,3.50
474.5,51.50,48.50,3.00
475.5,51.75,48.75,3.00
476.5,52.25,48.75,3.50
477.5,51.50,48.75,2.75
478.5,52.00,48.75,3.25
479.5,52.50,48.50,4.00
480.5,52.25,48.75,3.50
481.5,51.75,48.75,3.00
482.5,52.50,48.25,4.25
483.5,51.75,49.00,2.75
484.5,52.50,49.00,3.50
485.5,52.50,48.50,4.00
486.5,52.25,49.00,3.25
487.5,52.00,48.75,3.25
488.5,52.75,48.75,4.00
489.5,52.25,49.00,3.25
490.5,52.75,49.25,3.50
491.5,53.00,49.25,3.75
492.5,52.75,49.25,3.50
493.6,52.00,49.25,2.75
494.6,52.50,49.25,3.25
495.6,52.75,49.50,3.25
496.6,52.50,49.25,3.25
497.6,53.00,49.50,3.50
498.6,52.50,49.25,3.25
499.6,52.50,49.50,3.00
500.6,53.00,48.75,4.25
501.6,52.50,49.50,3.00
502.6,53.25,49.00,4.25
503.6,53.00,49.50,3.50
504.6,53.00,49.50,3.50
505.6,52.75,49.25,3.50
506.6,53.25,49.75,3.50
507.6,53.25,49.00,4.25
508.6,53.25,49.00,4.25
509.6,53.00,49.50,3.50
510.6,53.25,49.25,4.00
511.6,53.50,49.75,3.75
512.6,53.25,49.75,3.50
513.6,53.50,49.75,3.75
514.6,53.50,49.50,4.00
515.6,53.50,49.75,3.75
516.6,53.50,49.75,3.75
517.6,53.25,49.75,3.50
518.6,53.25,49.50,3.75
519.6,53.50,49.75,3.75
520.6,53.75,50.25,3.50
521.6,53.25,50.25,3.00
522.6,53.75,50.00,3.75
523.6,53.75,48.25,5.50
524.6,54.00,50.25,3.75
525.6,54.00,49.75,4.25
526.6,54.00,50.00,4.00
527.6,53.50,50.00,3.50
528.6,53.00,49.25,3.75
529.6,53.75,49.75,4.00
530.7,53.75,50.25,3.50
531.7,53.50,50.25,3.25
532.7,54.00,50.25,3.75
533.7,54.00,50.25,3.75
534.7,53.75,50.00,3.75
535.7,54.00,50.25,3.75
536.7,54.50,50.50,4.00
537.7,54.75,50.75,4.00
538.7,54.50,50.50,4.00
539.7,54.00,50.75,3.25
540.7,54.50,51.00,3.50
541.7,54.50,51.00,3.50
542.7,54.50,51.00,3.50
543.7,54.25,51.25,3.00
544.7,54.25,51.00,3.25
545.7,54.50,50.50,4.00
546.7,54.75,51.25,3.50
547.7,54.75,51.00,3.75
548.7,55.00,51.00,4.00
549.7,54.75,51.25,3.50
550.7,54.50,50.75,3.75
551.7,54.75,51.25,3.50
552.7,54.50,51.25,3.25
553.7,54.75,51.25,3.50
554.7,55.00,51.00,4.00
555.7,54.75,51.25,3.50
556.7,54.75,51.50,3.25
557.7,55.25,51.50,3.75
558.7,54.75,51.50,3.25
559.7,55.00,51.25,3.75
560.7,55.00,51.50,3.50
561.7,54.75,51.50,3.25
562.7,54.75,51.25,3.50
563.7,55.00,51.75,3.25
564.7,55.00,51.75,3.25
565.7,55.25,51.50,3.75
566.7,55.25,51.25,4.00
567.8,55.25,51.75,3.50
568.8,55.00,52.00,3.00
569.8,55.00,52.00,3.00
570.8,55.75,51.75,4.00
571.8,55.50,51.50,4.00
572.8,55.50,51.75,3.75
573.8,55.75,52.00,3.75
574.8,55.75,51.75,4.00
575.8,55.50,52.00,3.50
576.8,55.75,52.00,3.75
577.8,55.75,52.25,3.50
578.8,54.75,52.25,2.50
579.8,56.00,52.25,3.75
580.8,55.75,52.00,3.75
581.8,56.00,51.75,4.25
582.8,55.50,52.25,3.25
583.8,56.00,52.50,3.50
584.8,56.00,52.25,3.75
585.8,56.00,52.00,4.00
586.8,56.00,52.25,3.75
587.8,55.75,52.25,3.50
588.8,56.25,52.50,3.75
589.8,56.00,52.25,3.75
590.8,55.75,52.50,3.25
591.8,55.75,52.50,3.25
592.8,56.25,52.25,4.00
593.8,56.25,52.50,3.75
594.8,56.25,52.75,3.50
595.8,56.00,52.75,3.25
596.8,55.75,52.75,3.00
597.8,55.75,52.75,3.00
598.8,56.00,52.75,3.25
599.8,56.00,52.25,3.75
600.8,56.00,52.75,3.25
601.8,56.00,52.75,3.25
