
# BTSB bench test - dual thermocouple log
# TC1 = HOT plate, TC2 = COLD plate, temps in deg C
# Hard limit 120 C on TC1 - cut power if ALARM appears
time_s,T1_hot_C,T2_cold_C,delta_C
332.1,48.25,38.50,9.75
333.1,48.25,38.50,9.75
334.1,48.75,38.25,10.50
335.1,48.50,38.00,10.50
336.1,49.00,38.00,11.00
337.1,48.50,38.50,10.00
338.1,48.50,38.25,10.25
339.1,49.25,38.25,11.00
340.1,49.00,38.25,10.75
341.1,49.00,38.00,11.00
342.2,49.00,38.50,10.50
343.2,49.25,38.50,10.75
344.2,49.00,38.75,10.25
345.2,49.00,38.75,10.25
346.2,48.75,38.50,10.25
347.2,49.50,38.50,11.00
348.2,49.00,38.25,10.75
349.2,49.25,38.50,10.75
350.2,49.75,38.50,11.25
351.2,49.25,39.00,10.25
352.2,49.50,38.75,10.75
353.2,49.50,38.75,10.75
354.2,49.75,38.50,11.25
355.2,49.50,38.50,11.00
356.2,49.75,38.25,11.50
357.2,49.50,39.00,10.50
358.2,49.75,38.00,11.75
359.2,49.75,39.00,10.75
360.2,49.75,38.75,11.00
361.2,49.50,39.00,10.50
362.2,49.75,39.00,10.75
363.2,50.25,38.25,12.00
364.2,49.75,39.00,10.75
365.2,49.50,39.00,10.50
366.2,50.00,38.25,11.75
367.2,50.00,39.25,10.75
368.2,50.00,38.75,11.25
369.2,50.25,39.25,11.00
370.2,49.75,39.00,10.75
371.2,50.00,39.25,10.75
372.2,50.00,38.75,11.25
373.2,50.50,39.00,11.50
374.2,50.50,39.00,11.50
375.2,50.25,38.50,11.75
376.2,49.75,39.25,10.50
377.2,50.75,39.25,11.50
378.2,50.25,39.25,11.00
379.3,50.50,39.00,11.50
380.3,50.50,39.25,11.25
381.3,50.75,39.25,11.50
382.3,50.50,38.50,12.00
383.3,50.75,39.25,11.50
384.3,50.50,39.00,11.50
385.3,50.50,39.50,11.00
386.3,50.75,39.50,11.25
387.3,50.75,39.00,11.75
388.3,51.25,39.75,11.50
389.3,51.00,39.50,11.50
390.3,51.00,39.50,11.50
391.3,50.50,39.25,11.25
392.3,51.25,39.50,11.75
393.3,51.50,39.25,12.25
394.3,51.25,39.75,11.50
395.3,51.25,39.25,12.00
396.3,51.25,39.50,11.75
397.3,51.25,39.25,12.00
398.3,50.50,39.25,11.25
399.3,51.00,39.75,11.25
400.3,51.25,39.75,11.50
401.3,51.25,39.75,11.50
402.3,51.25,39.25,12.00
403.3,51.25,39.50,11.75
404.3,51.50,40.00,11.50
405.3,51.50,39.75,11.75
406.3,51.75,39.50,12.25
407.3,52.00,39.75,12.25
408.3,51.50,40.00,11.50
409.3,51.75,39.50,12.25
410.3,51.75,40.00,11.75
411.3,51.75,39.75,12.00
412.3,52.00,39.75,12.25
413.3,52.00,39.50,12.50
414.3,52.00,40.00,12.00
415.3,51.50,39.75,11.75
416.4,52.00,39.50,12.50
417.4,52.00,39.75,12.25
418.4,51.75,39.50,12.25
419.4,51.50,40.25,11.25
420.4,51.75,39.75,12.00
421.4,51.75,40.25,11.50
422.4,52.25,39.25,13.00
423.4,51.75,40.00,11.75
424.4,52.50,40.25,12.25
425.4,52.25,40.25,12.00
426.4,52.00,40.00,12.00
427.4,52.50,40.25,12.25
428.4,52.50,40.50,12.00
429.4,52.50,40.00,12.50
430.4,52.75,40.25,12.50
431.4,52.50,40.25,12.25
432.4,52.25,40.50,11.75
433.4,52.25,40.25,12.00
434.4,52.00,40.50,11.50
435.4,52.25,40.00,12.25
436.4,52.75,40.50,12.25
437.4,52.25,40.00,12.25
438.4,52.75,40.50,12.25
439.4,52.50,40.25,12.25
440.4,52.50,40.50,12.00
441.4,52.50,40.25,12.25
442.4,53.00,40.25,12.75
443.4,52.75,41.00,11.75
444.4,52.25,40.50,11.75
445.4,52.75,40.75,12.00
446.4,53.00,40.75,12.25
447.4,53.00,40.50,12.50
448.4,53.00,40.75,12.25
449.4,53.00,40.50,12.50
450.4,53.25,40.75,12.50
451.4,52.75,41.00,11.75
452.5,53.25,40.50,12.75
453.5,53.00,40.75,12.25
454.5,53.00,41.00,12.00
455.5,53.25,41.00,12.25
456.5,53.00,41.00,12.00
457.5,53.00,41.00,12.00
458.5,53.00,41.00,12.00
459.5,53.25,41.00,12.25
460.5,53.25,41.00,12.25
461.5,53.25,41.00,12.25
462.5,53.50,40.50,13.00
463.5,53.50,41.00,12.50
464.5,53.25,40.75,12.50
465.5,53.25,40.75,12.50
466.5,53.50,41.00,12.50
467.5,53.75,41.25,12.50
468.5,53.50,40.75,12.75
469.5,53.50,41.00,12.50
470.5,53.75,41.00,12.75
471.5,53.00,41.25,11.75
472.5,53.50,41.25,12.25
473.5,53.50,41.25,12.25
474.5,53.50,41.25,12.25
475.5,53.50,41.75,11.75
476.5,54.00,41.00,13.00
477.5,53.25,41.50,11.75
478.5,54.00,41.50,12.50
479.5,53.25,41.50,11.75
480.5,54.00,41.50,12.50
481.5,53.50,41.50,12.00
482.5,54.00,41.25,12.75
483.5,53.50,41.25,12.25
484.5,53.75,41.00,12.75
485.5,54.25,41.50,12.75
486.5,53.75,41.50,12.25
487.5,53.75,41.50,12.25
488.5,54.25,41.25,13.00
489.5,54.00,41.50,12.50
490.6,54.00,41.50,12.50
491.6,54.25,41.50,12.75
492.6,54.00,41.50,12.50
493.6,54.25,41.75,12.50
494.6,54.25,41.75,12.50
495.6,54.25,41.00,13.25
496.6,54.25,41.50,12.75
497.6,54.00,41.75,12.25
498.6,54.00,41.75,12.25
499.6,54.50,41.75,12.75
500.6,54.25,42.00,12.25
501.6,54.25,41.50,12.75
502.6,54.50,42.00,12.50
503.6,54.25,41.75,12.50
504.6,54.50,42.00,12.50
505.6,54.25,42.00,12.25
506.6,54.50,41.75,12.75
507.6,54.75,41.50,13.25
508.6,54.75,42.00,12.75
509.6,54.25,42.00,12.25
510.6,54.25,41.75,12.50
511.6,54.75,41.75,13.00
512.6,54.75,41.75,13.00
513.6,54.00,41.75,12.25
514.6,54.75,42.00,12.75
515.6,54.75,42.00,12.75
516.6,54.75,42.50,12.25
517.6,54.50,41.75,12.75
518.6,54.75,42.50,12.25
519.6,54.25,42.75,11.50
520.6,54.50,42.25,12.25
521.6,54.50,42.25,12.25
522.6,55.00,42.50,12.50
523.6,55.25,42.00,13.25
524.6,55.25,42.25,13.00
525.6,55.00,42.50,12.50
526.7,55.00,42.50,12.50
527.7,55.50,42.50,13.00
528.7,55.00,42.50,12.50
529.7,55.00,42.50,12.50
530.7,54.75,42.50,12.25
531.7,55.25,42.25,13.00
532.7,55.00,42.75,12.25
533.7,55.00,42.75,12.25
534.7,55.25,42.50,12.75
535.7,55.25,42.75,12.50
536.7,55.00,42.75,12.25
537.7,55.50,42.25,13.25
538.7,55.25,42.50,12.75
539.7,55.25,42.25,13.00
540.7,55.75,42.75,13.00
541.7,55.25,42.75,12.50
542.7,55.50,42.75,12.75
543.7,55.25,42.75,12.50
544.7,55.25,42.75,12.50
545.7,55.50,42.25,13.25
546.7,55.50,42.75,12.75
547.7,55.50,43.00,12.50
548.7,55.75,42.75,13.00
549.7,55.50,43.00,12.50
550.7,55.50,42.75,12.75
551.7,56.00,43.00,13.00
552.7,55.50,42.75,12.75
553.7,55.50,42.75,12.75
554.7,55.75,43.00,12.75
555.7,55.75,42.75,13.00
556.7,55.50,42.50,13.00
557.7,56.00,43.25,12.75
558.7,56.00,43.25,12.75
559.7,56.00,43.25,12.75
560.7,56.00,43.00,13.00
561.7,56.00,43.25,12.75
562.7,56.00,43.00,13.00
563.7,55.50,42.50,13.00
564.8,55.75,42.50,13.25
565.8,56.00,43.00,13.00
566.8,56.00,43.00,13.00
567.8,56.00,43.50,12.50
568.8,56.25,43.00,13.25
569.8,56.00,43.25,12.75
570.8,56.25,43.75,12.50
571.8,56.00,43.00,13.00
572.8,56.00,42.75,13.25
573.8,56.00,43.50,12.50
574.8,56.00,43.50,12.50
575.8,56.50,43.75,12.75
576.8,56.50,43.50,13.00
577.8,56.25,43.25,13.00
578.8,56.50,43.00,13.50
579.8,56.00,43.00,13.00
580.8,55.75,43.00,12.75
581.8,56.25,43.75,12.50
582.8,56.75,43.50,13.25
583.8,56.50,43.25,13.25
584.8,56.75,43.50,13.25
585.8,56.50,43.50,13.00
586.8,55.75,43.75,12.00
587.8,56.25,43.75,12.50
588.8,56.25,43.75,12.50
589.8,56.25,43.25,13.00
590.8,56.50,43.50,13.00
591.8,56.75,43.50,13.25
592.8,56.50,44.00,12.50
593.8,57.00,43.50,13.50
594.8,56.75,43.50,13.25
595.8,56.75,44.00,12.75
596.8,56.00,44.00,12.00
597.8,56.75,43.75,13.00
598.8,56.25,44.25,12.00
599.8,56.50,43.75,12.75
600.8,56.50,44.25,12.25
601.9,56.75,44.00,12.75
602.9,56.75,43.75,13.00
603.9,56.50,44.00,12.50
604.9,57.00,44.00,13.00
605.9,56.75,43.75,13.00
606.9,56.75,44.25,12.50
607.9,57.25,44.00,13.25
608.9,57.00,44.00,13.00
609.9,57.00,44.00,13.00
610.9,56.75,44.25,12.50
611.9,57.25,44.50,12.75
612.9,57.25,44.25,13.00
613.9,57.25,44.00,13.25
614.9,57.00,44.50,12.50
615.9,57.50,44.25,13.25
616.9,57.25,44.25,13.00
617.9,57.00,44.00,13.00
618.9,56.50,44.50,12.00
619.9,57.50,44.50,13.00
620.9,57.50,44.50,13.00
621.9,57.25,44.50,12.75
622.9,57.50,44.00,13.50
623.9,57.25,44.50,12.75
624.9,57.00,44.25,12.75
625.9,57.25,44.75,12.50
626.9,57.25,44.50,12.75
627.9,57.50,44.50,13.00
628.9,57.75,44.00,13.75
629.9,57.00,44.25,12.75
630.9,57.50,44.50,13.00
631.9,57.00,45.00,12.00
632.9,57.25,44.50,12.75
633.9,57.50,44.75,12.75
634.9,57.75,44.75,13.00
635.9,57.75,44.25,13.50
636.9,58.00,45.00,13.00
638.0,57.75,44.50,13.25
639.0,57.75,45.00,12.75
640.0,57.50,44.75,12.75
641.0,57.75,44.75,13.00
642.0,57.50,44.50,13.00
643.0,57.50,45.25,12.25
644.0,57.50,44.75,12.75
645.0,58.00,45.25,12.75
646.0,58.00,44.75,13.25
647.0,57.75,45.00,12.75
648.0,57.75,44.50,13.25
649.0,58.00,45.25,12.75
650.0,58.00,45.00,13.00
651.0,58.00,45.25,12.75
652.0,58.00,45.00,13.00
653.0,58.25,45.00,13.25
654.0,58.25,45.00,13.25
655.0,57.50,45.00,12.50
656.0,57.25,45.25,12.00
657.0,58.00,45.00,13.00
658.0,58.25,45.25,13.00
659.0,58.25,44.75,13.50
660.0,57.50,45.00,12.50
661.0,57.75,45.25,12.50
662.0,58.25,45.25,13.00
663.0,58.25,45.25,13.00
664.0,58.25,45.50,12.75
665.0,58.25,45.50,12.75
666.0,58.00,45.25,12.75
667.0,58.00,45.50,12.50
668.0,58.50,45.00,13.50
669.0,58.25,45.00,13.25
670.0,58.50,45.50,13.00
671.0,58.25,45.25,13.00
672.0,58.25,45.75,12.50
673.0,58.50,45.25,13.25
674.0,58.50,45.50,13.00
675.0,58.75,45.75,13.00
676.1,58.25,45.50,12.75
677.1,58.75,45.50,13.25
678.1,58.25,45.25,13.00
679.1,58.50,45.25,13.25
680.1,58.25,45.75,12.50
681.1,58.75,45.50,13.25
682.1,58.00,45.50,12.50
683.1,58.25,46.00,12.25
684.1,58.50,45.75,12.75
685.1,58.75,45.75,13.00
686.1,59.00,45.50,13.50
687.1,59.00,45.75,13.25
688.1,58.50,45.50,13.00
689.1,58.75,46.00,12.75
690.1,58.25,45.75,12.50
691.1,58.75,46.25,12.50
692.1,58.75,46.25,12.50
693.1,59.25,45.75,13.50
694.1,58.25,46.25,12.00
695.1,58.75,45.75,13.00
696.1,59.00,46.25,12.75
697.1,58.75,46.00,12.75
698.1,58.75,46.00,12.75
699.1,58.75,46.00,12.75
700.1,58.50,46.25,12.25
701.1,58.50,46.00,12.50
702.1,59.00,45.75,13.25
703.1,58.75,46.00,12.75
704.1,58.25,46.00,12.25
705.1,59.25,46.00,13.25
706.1,59.00,46.25,12.75
707.1,58.75,45.75,13.00
708.1,58.75,46.25,12.50
709.1,58.50,46.25,12.25
710.1,58.75,46.25,12.50
711.1,59.25,46.25,13.00
712.2,59.25,46.25,13.00
713.2,59.00,46.00,13.00
714.2,59.25,46.25,13.00
715.2,59.25,46.25,13.00
716.2,58.75,45.75,13.00
717.2,59.25,46.50,12.75
718.2,59.25,46.50,12.75
719.2,59.25,46.25,13.00
720.2,59.25,46.50,12.75
721.2,59.25,47.00,12.25
722.2,59.25,46.50,12.75
723.2,59.50,46.75,12.75
724.2,59.75,46.25,13.50
725.2,59.50,46.50,13.00
726.2,59.75,46.75,13.00
727.2,59.75,46.50,13.25
728.2,59.25,46.75,12.50
729.2,59.50,47.00,12.50
730.2,59.25,47.00,12.25
731.2,59.50,46.50,13.00
732.2,59.00,47.00,12.00
733.2,59.50,46.75,12.75
734.2,59.50,46.75,12.75
735.2,59.50,46.75,12.75
736.2,59.75,46.75,13.00
737.2,59.50,47.00,12.50
738.2,59.50,47.00,12.50
739.2,59.50,47.25,12.25
740.2,59.25,46.50,12.75
741.2,59.50,47.00,12.50
742.2,59.75,47.50,12.25
743.2,59.50,47.00,12.50
744.2,59.50,47.25,12.25
745.2,59.50,46.75,12.75
746.2,60.00,47.00,13.00
747.2,59.50,47.50,12.00
748.2,60.00,47.50,12.50
749.2,59.50,47.25,12.25
750.3,59.75,47.25,12.50
751.3,60.00,47.25,12.75
752.3,59.75,47.00,12.75
753.3,60.00,47.75,12.25
754.3,59.50,47.50,12.00
755.3,60.25,47.50,12.75
756.3,59.75,47.75,12.00
757.3,59.75,47.50,12.25
758.3,59.50,47.50,12.00
759.3,60.25,47.50,12.75
760.3,60.00,47.75,12.25
761.3,60.25,47.00,13.25
762.3,60.25,47.25,13.00
763.3,60.00,47.25,12.75
764.3,60.25,47.25,13.00
765.3,59.75,47.75,12.00
766.3,60.00,47.50,12.50
767.3,60.00,47.50,12.50
768.3,60.00,47.75,12.25
769.3,59.75,48.00,11.75
770.3,60.25,48.00,12.25
771.3,59.75,47.75,12.00
772.3,60.25,47.75,12.50
773.3,60.25,48.00,12.25
774.3,60.25,47.75,12.50
775.3,60.50,47.75,12.75
776.3,60.25,47.50,12.75
777.3,60.25,48.00,12.25
778.3,60.25,48.00,12.25
779.3,60.50,48.00,12.50
780.3,60.50,48.00,12.50
781.3,60.25,48.25,12.00
782.3,60.25,48.25,12.00
783.3,60.50,48.00,12.50
784.3,60.00,48.00,12.00
785.3,60.75,48.50,12.25
786.3,60.00,48.00,12.00
787.4,60.25,48.50,11.75
788.4,60.50,48.25,12.25
789.4,60.50,47.75,12.75
790.4,60.75,48.25,12.50
791.4,59.75,48.25,11.50
792.4,60.50,48.25,12.25
793.4,60.75,48.25,12.50
794.4,60.50,48.75,11.75
795.4,60.75,48.50,12.25
796.4,60.75,48.75,12.00
797.4,60.50,48.50,12.00
798.4,60.50,48.75,11.75
799.4,60.50,48.50,12.00
800.4,61.00,48.75,12.25
801.4,60.25,48.50,11.75
802.4,59.75,48.50,11.25
803.4,60.50,48.75,11.75
804.4,60.50,48.25,12.25
805.4,60.75,48.25,12.50
806.4,60.75,48.50,12.25
807.4,60.25,48.00,12.25
808.4,61.00,48.75,12.25
809.4,60.75,49.00,11.75
810.4,60.25,48.75,11.50
811.4,60.75,49.00,11.75
812.4,60.50,48.75,11.75
813.4,60.50,49.00,11.50
814.4,61.00,48.75,12.25
815.4,61.50,48.50,13.00
816.4,61.00,48.75,12.25
817.4,60.50,48.75,11.75
818.4,61.00,49.00,12.00
819.4,60.75,49.00,11.75
820.4,61.00,49.25,11.75
821.4,60.75,49.25,11.50
822.4,60.75,49.00,11.75
823.5,60.75,49.00,11.75
824.5,61.00,49.25,11.75
825.5,60.50,49.25,11.25
826.5,61.00,49.50,11.50
827.5,60.75,49.50,11.25
828.5,60.75,49.50,11.25
829.5,60.75,49.50,11.25
830.5,61.00,49.00,12.00
831.5,60.75,49.00,11.75
832.5,61.00,49.25,11.75
833.5,60.75,49.25,11.50
834.5,60.50,49.75,10.75
835.5,60.75,49.25,11.50
836.5,61.00,49.00,12.00
837.5,60.50,49.50,11.00
838.5,60.50,49.75,10.75
839.5,61.25,49.25,12.00
840.5,61.25,49.50,11.75
841.5,60.75,49.50,11.25
842.5,61.25,49.00,12.25
843.5,60.75,50.00,10.75
844.5,60.75,49.50,11.25
845.5,61.25,49.75,11.50
846.5,60.50,50.00,10.50
847.5,60.75,50.00,10.75
848.5,61.00,50.00,11.00
849.5,61.25,49.25,12.00
850.5,61.25,49.75,11.50
851.5,61.00,50.00,11.00
852.5,61.00,50.00,11.00
853.5,61.25,49.75,11.50
854.5,61.25,50.00,11.25
855.5,61.25,50.00,11.25
856.5,61.25,50.25,11.00
857.5,61.50,50.00,11.50
858.5,61.25,49.75,11.50
859.5,61.25,50.50,10.75
860.5,61.25,50.25,11.00
